case_id,response_status,lastpage,completion_month,duration_quality_flag,firm_size_label,firm_size_category,firm_size_order,is_sme,ai_familiarity_label,ai_familiarity_order,ai_active_use,ai_project_planning_or_deployment,ai_familiar_no_use,ai_awareness_any,ai_at_least_familiar,job_impact_expectation_label,ai_growth_view_label,regulation_view_label,ethical_concern_primary_label,romania_ai_competitiveness_label,romania_global_ai_positioning_label,environmental_impact_view_label,government_support_role_label,business_model_change_expectation_label,roi_measurement_strategy_label,sector_productie,sector_retail_and_comert_electronic,sector_finante_and_banci,sector_sanatate_and_industria_farmaceutica,sector_it_and_software,sector_transport_and_logistica,sector_agricultura,sector_energie,sector_altul_va_rugam_sa_specificati,role_ceo_proprietar_de_afacere,role_manager_senior_director,role_specialist_it_ai,role_hr_dezvoltare_resurse_umane,role_manager_de_operatiuni,role_altul_va_rugam_sa_specificati,motivation_reducerea_costurilor_and_imbunatatirea_eficie,motivation_avantaj_competitive_strategic,motivation_experienta_imbunatatita_pentru_clienti_and_pe,motivation_facilitarea_deciziilor_bazate_pe_date,motivation_altul_va_rugam_sa_specificati,barrier_costuri_mari_de_implementare,barrier_lipsa_expertizei_tehnice,barrier_incertitudini_privind_impactul_ai,barrier_ingrijorari_legate_de_reglementari_sau_etica,barrier_rezistenta_din_partea_angajatilor,barrier_nivelul_de_maturitate_al_noilor_tehnologii_es,upskilling_programe_interne_de_mentorat_instruire_in_uti,upskilling_nu_avem_inca_masuri_specifice,upskilling_abonamente_suportate_de_angajator_pentru_unel,upskilling_decontarea_unor_certificari_cursuri_online_de,upskilling_angajarea_unor_consultanti_externi_pentru_cer,upskilling_parteneriate_cu_universitati_pentru_instruire,app_potential_automatizarea_proceselor,app_potential_analize_si_prognoze_bazate_pe_ai,app_potential_chatbot_uri_pentru_servicii_clienti,app_potential_securitate_cibernetica_bazata_pe_ai,app_potential_marketing_imbunatatit_cu_ai,app_potential_altul_va_rugam_sa_specificati,sector_selection_count,role_selection_count,motivation_selection_count,barrier_selection_count,upskilling_positive_selection_count,app_potential_selection_count,has_any_upskilling_measure,capability_pressure_index,analysis_scope_full_completed,analysis_scope_sme_only,analysis_scope_large_comparator,adoption_stage,adoption_binary_active,adoption_binary_active_or_planning,resource_constraint_count,governance_support_strict_regulation
R025,complete,20,2025-08,plausible_duration,Întreprindere mare (250+ angajați),large_250_plus,4.0,0.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina",AI va avea un efect redus asupra creșterii economice pe termen lung,Nu sunt sigur,Altul (vă rugăm să specificați),"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu",Concentrarea investițiilor pentru cercetare și dezvoltare AI,Moderat îngrijorați – evaluăm opțiuni,"Moderat important – este util, dar nu este factorul decisiv",Transformare majoră – ne așteptăm la o revizuire completă a modelului de afaceri,Combinăm metricile cantitative și calitative,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,4,4,4,4,1,2,1,0,1,active_use,1,1,2,0
R026,complete,20,2025-08,plausible_duration,Întreprindere mică (10–49 angajați),small_10_49,2.0,1.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,Implementarea soluțiilor AI va crea mai multe locuri de muncă decât va înlocui,"Da, AI ar putea genera o creștere economică fără precedent",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),România este foarte competitivă în adoptarea AI,Concentrarea investițiilor pentru cercetare și dezvoltare AI,Moderat îngrijorați – evaluăm opțiuni,Foarte important – sprijinul guvernamental este esențial,Transformare majoră – ne așteptăm la o revizuire completă a modelului de afaceri,Combinăm metricile cantitative și calitative,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,4,4,3,5,1,2,1,1,0,active_use,1,1,2,1
R027,complete,20,2025-08,plausible_duration,Întreprindere mică (10–49 angajați),small_10_49,2.0,1.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu",Concentrarea eforturilor pentru a deveni un centru pentru reglementarea și etica AI,Moderat îngrijorați – evaluăm opțiuni,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,2,2,2,2,2,1,1,1,1,0,active_use,1,1,1,1
R028,complete,20,2025-08,plausible_duration,Întreprindere mare (250+ angajați),large_250_plus,4.0,0.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","Da, AI ar putea genera o creștere economică fără precedent",AI ar trebui dereglementată pentru a promova inovația,Încălcarea confidențialității (ex. supravegherea AI),România este în urmă în adoptarea AI,Altul (vă rugăm să specificați),Moderat îngrijorați – evaluăm opțiuni,Foarte important – sprijinul guvernamental este esențial,Transformare majoră – ne așteptăm la o revizuire completă a modelului de afaceri,"Folosim evaluări calitative (ex.: satisfacția clienților, îmbunătățirea proceselor)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,4,4,5,4,1,1,1,0,1,active_use,1,1,1,0
R029,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,"Familiarizat, avem proiecte (în diverse faze – bugetare, testare, implementare) pentru implementări de tehnologii AI în companie",3,0,1,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),România este în urmă în adoptarea AI,"Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Moderat îngrijorați – evaluăm opțiuni,Foarte important – sprijinul guvernamental este esențial,"Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,3,4,3,2,1,2,1,1,0,planning_or_deployment,0,1,2,1
R030,complete,20,2025-08,plausible_duration,Întreprindere mare (250+ angajați),large_250_plus,4.0,0.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","Da, AI ar putea genera o creștere economică fără precedent",Reglementările existente sunt suficiente,Părtinire și discriminare în AI,România este în urmă în adoptarea AI,Concentrarea investițiilor pentru cercetare și dezvoltare AI,Foarte îngrijorați – avem inițiative de sustenabilitate,"Moderat important – este util, dar nu este factorul decisiv",Transformare majoră – ne așteptăm la o revizuire completă a modelului de afaceri,Combinăm metricile cantitative și calitative,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,4,4,5,4,1,2,1,0,1,active_use,1,1,2,0
R031,complete,20,2025-08,plausible_duration,Întreprindere mare (250+ angajați),large_250_plus,4.0,0.0,Puțin familiarizat,1,0,0,0,1,0,"AI va transforma rolurile actuale, dar nu le va elimina",Impactul AI va fi moderat din cauza constrângerilor existente,AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),România este în urmă în adoptarea AI,"Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Moderat îngrijorați – evaluăm opțiuni,Foarte important – sprijinul guvernamental este esențial,"Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,4,4,3,3,1,2,1,0,1,slightly_familiar,0,0,2,1
R032,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,"Familiarizat, avem proiecte (în diverse faze – bugetare, testare, implementare) pentru implementări de tehnologii AI în companie",3,0,1,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina",Impactul AI va fi moderat din cauza constrângerilor existente,Reglementările existente sunt suficiente,Eliminarea locurilor de muncă,România este în urmă în adoptarea AI,"Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Foarte îngrijorați – avem inițiative de sustenabilitate,Foarte important – sprijinul guvernamental este esențial,"Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,3,4,3,1,2,1,1,0,planning_or_deployment,0,1,2,0
R033,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,"Familiarizat, avem proiecte (în diverse faze – bugetare, testare, implementare) pentru implementări de tehnologii AI în companie",3,0,1,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",Reglementările existente sunt suficiente,Altul (vă rugăm să specificați),România este în urmă în adoptarea AI,"Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Foarte îngrijorați – avem inițiative de sustenabilitate,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,4,4,5,4,1,2,1,1,0,planning_or_deployment,0,1,2,0
R034,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu","Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Moderat îngrijorați – evaluăm opțiuni,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,4,2,0,3,0,1,1,1,0,active_use,1,1,1,1
R035,complete,20,2025-08,plausible_duration,Întreprindere mare (250+ angajați),large_250_plus,4.0,0.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","Da, AI ar putea genera o creștere economică fără precedent",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu",Concentrarea investițiilor pentru cercetare și dezvoltare AI,Foarte îngrijorați – avem inițiative de sustenabilitate,Foarte important – sprijinul guvernamental este esențial,Transformare majoră – ne așteptăm la o revizuire completă a modelului de afaceri,Combinăm metricile cantitative și calitative,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,4,4,5,4,1,2,1,0,1,active_use,1,1,2,1
R036,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,Puțin familiarizat,1,0,0,0,1,0,Implementarea soluțiilor AI va crea mai multe locuri de muncă decât va înlocui,Impactul AI va fi moderat din cauza constrângerilor existente,Reglementările existente sunt suficiente,Încălcarea confidențialității (ex. supravegherea AI),România este în urmă în adoptarea AI,Altul (vă rugăm să specificați),Foarte îngrijorați – avem inițiative de sustenabilitate,Foarte important – sprijinul guvernamental este esențial,Transformare majoră – ne așteptăm la o revizuire completă a modelului de afaceri,Combinăm metricile cantitative și calitative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,4,4,4,4,1,2,1,1,0,slightly_familiar,0,0,2,0
R037,complete,20,2025-08,plausible_duration,Microîntreprindere (1–9 angajați),micro_1_9,1.0,1.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina",Impactul AI va fi moderat din cauza constrângerilor existente,Reglementările existente sunt suficiente,Încălcarea confidențialității (ex. supravegherea AI),"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu",Concentrarea investițiilor pentru cercetare și dezvoltare AI,Foarte îngrijorați – avem inițiative de sustenabilitate,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,2,2,1,2,1,1,1,1,0,active_use,1,1,1,0
R038,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Eliminarea locurilor de muncă,"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu","Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Moderat îngrijorați – evaluăm opțiuni,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași","Folosim metrici cantitative (ex.: economii de costuri, creșteri de venit)",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,2,2,2,2,2,1,1,1,1,0,active_use,1,1,1,1
R039,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,"Familiarizat, dar nu folosim tehnologii AI în companie",2,0,0,1,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu",Concentrarea investițiilor pentru cercetare și dezvoltare AI,Moderat îngrijorați – evaluăm opțiuni,Foarte important – sprijinul guvernamental este esențial,"Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,4,4,4,5,1,2,1,1,0,familiar_no_use,0,0,2,1
R040,complete,20,2025-08,plausible_duration,Întreprindere mică (10–49 angajați),small_10_49,2.0,1.0,"Familiarizat, avem proiecte (în diverse faze – bugetare, testare, implementare) pentru implementări de tehnologii AI în companie",3,0,1,0,1,1,AI va înlocui mai multe locuri de muncă decât va crea implicit,"AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Eliminarea locurilor de muncă,România este în urmă în adoptarea AI,"Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Moderat îngrijorați – evaluăm opțiuni,Foarte important – sprijinul guvernamental este esențial,"Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,4,3,2,4,1,2,1,1,0,planning_or_deployment,0,1,2,1
R041,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,Folosim tehnologii AI în mod activ,4,1,0,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Eliminarea locurilor de muncă,"România este moderat competitivă și, implicit, necesită mai multe investiții private în acest domeniu","Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Foarte îngrijorați – avem inițiative de sustenabilitate,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,2,0,1,1,1,0,active_use,1,1,1,1
R042,complete,20,2025-08,plausible_duration,Întreprindere mijlocie (50–249 angajați),medium_50_249,3.0,1.0,"Familiarizat, avem proiecte (în diverse faze – bugetare, testare, implementare) pentru implementări de tehnologii AI în companie",3,0,1,0,1,1,"AI va transforma rolurile actuale, dar nu le va elimina","AI va stimula creșterea, dar în limitele tradiționale",AI are nevoie de reglementări mai stricte pentru a asigura o utilizare etică,Încălcarea confidențialității (ex. supravegherea AI),România este în urmă în adoptarea AI,Altul (vă rugăm să specificați),Moderat îngrijorați – evaluăm opțiuni,"Moderat important – este util, dar nu este factorul decisiv","Schimbări moderate – modelul de afaceri se va evolua, dar elementele de bază vor rămâne aceleași",Combinăm metricile cantitative și calitative,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,5,5,3,4,1,2,1,1,0,planning_or_deployment,0,1,2,1
R043,complete,20,2025-08,plausible_duration,Întreprindere mică (10–49 angajați),small_10_49,2.0,1.0,"Familiarizat, dar nu folosim tehnologii AI în companie",2,0,0,1,1,1,"AI va transforma rolurile actuale, dar nu le va elimina",Impactul AI va fi moderat din cauza constrângerilor existente,Reglementările existente sunt suficiente,Părtinire și discriminare în AI,Nu sunt sigur,"Investiții concentrate în industrii bazate ceva mai puțin pe soluții AI (ex. producție, logistică, agricultură)",Moderat îngrijorați – evaluăm opțiuni,"Moderat important – este util, dar nu este factorul decisiv",Ajustări minore – ne așteptăm doar la modificări ușoare (practic subtile/neglijabile),"Folosim evaluări calitative (ex.: satisfacția clienților, îmbunătățirea proceselor)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,3,4,3,3,1,2,1,1,0,familiar_no_use,0,0,2,0
